ProgramEnforcementNumber,RegulatoryProgramIdentifier,Region,Facility,Facility_ID,Address,ProgramID,Enforcement_Type,PenaltyAmount,ViolationId,DEQViolationClassCode,ViolationReference,ViolationDetailDescription,ViolationDetailTypeName,InspectionStartDate,EnforcementIssueDate,ClosedDate
2021-FC-6442,UndergroundStorageTanks,NWR,PATRIOT FOOD AND FUEL,743,"12825 SW PACIFIC HWY TIGARD, OR 97223-5030",34-743-2024-OPER,Field Citation,900,13573,II,304-150-0210(2),Failure to have a trained UST System Operator for an UST facility or to provide emergency response information.,(A5a) General Permit Requirements,6/15/21,7/27/21,3/7/22
2021-FC-6444,UndergroundStorageTanks,WR,FULL TANK VENTURES INC.,11681,"4820 GOODPASTURE LOOP EUGENE, OR 97401",20-11681-2024-OPER,Field Citation,550,13575,II,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,6/23/21,7/27/21,8/4/21
2021-FC-6444,UndergroundStorageTanks,WR,FULL TANK VENTURES INC.,11681,"4820 GOODPASTURE LOOP EUGENE, OR 97401",20-11681-2024-OPER,Field Citation,550,13576,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,6/23/21,7/27/21,8/4/21
2021-FC-6450,UndergroundStorageTanks,NWR,"PC WEST, LLC",2596,"6814 NE 42ND AVE PORTLAND, OR 97218",26-2596-2024-OPER,Field Citation,150,13595,II,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,6/15/21,7/30/21,9/10/21
2021-FC-6453,UndergroundStorageTanks,NWR,"FOSTER OIL, LLC",1159,"9150 SE DIVISION ST PORTLAND, OR 97266",26-1159-2023-OPER,Field Citation,100,13599,II,340-150-0150 (1),Failure to post annual operating certificate in a conspicuous location so it could be readily viewed by a fuel distributor.,(A10) General Permit Requirements,6/15/21,7/30/21,12/21/21
2021-FC-6454,UndergroundStorageTanks,NWR,GARDEN HOME GAS STATION LLC,11625,"7550 SW GARDEN HOME ROAD PORTLAND, OR 97223",26-11625-2024-OPER,Field Citation,1250,13602,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,6/15/21,8/2/21,10/25/21
2021-FC-6454,UndergroundStorageTanks,NWR,GARDEN HOME GAS STATION LLC,11625,"7550 SW GARDEN HOME ROAD PORTLAND, OR 97223",26-11625-2024-OPER,Field Citation,1250,13603,I,340-150-0450(5),Failure to maintain adequate records of ATG monitoring and testing results.,(J5.7a) ATG - TCR,6/15/21,8/2/21,10/25/21
2021-FC-6454,UndergroundStorageTanks,NWR,GARDEN HOME GAS STATION LLC,11625,"7550 SW GARDEN HOME ROAD PORTLAND, OR 97223",26-11625-2024-OPER,Field Citation,1250,13604,I,340-150-0410(2)(c-),Failure to perform an annual test of operation of line leak detector or annual test has not been conducted in accordance with manufacturer standards.,(H2.9) Release Detection Pressure Piping - TCR,6/15/21,8/2/21,10/25/21
2021-FC-6454,UndergroundStorageTanks,NWR,GARDEN HOME GAS STATION LLC,11625,"7550 SW GARDEN HOME ROAD PORTLAND, OR 97223",26-11625-2024-OPER,Field Citation,1250,13605,I,340-150-0410(3),Failure to perform annual line tightness test on pressurized piping or test cannot detect a 0.1 gph leak rate at 1.5 times operating pressure,(H2.7) Release Detection Pressure Piping - TCR,6/15/21,8/2/21,10/25/21
2021-FC-6455,UndergroundStorageTanks,WR,MAIN STREET MARKET 6,11523,"1830 MAIN STREET PHILOMATH, OR 97370",2-11523-2024-OPER,Field Citation,1000,13606,I,340-150-0410(3),Failure to perform annual line tightness test on pressurized piping or test cannot detect a 0.1 gph leak rate at 1.5 times operating pressure,(H2.7) Release Detection Pressure Piping - TCR,6/23/21,8/3/21,2/4/22
2021-FC-6455,UndergroundStorageTanks,WR,MAIN STREET MARKET 6,11523,"1830 MAIN STREET PHILOMATH, OR 97370",2-11523-2024-OPER,Field Citation,1000,13607,I,340-150-0410(2)(c-),Failure to perform an annual test of operation of line leak detector or annual test has not been conducted in accordance with manufacturer standards.,(H2.9) Release Detection Pressure Piping - TCR,6/23/21,8/3/21,2/4/22
2021-FC-6455,UndergroundStorageTanks,WR,MAIN STREET MARKET 6,11523,"1830 MAIN STREET PHILOMATH, OR 97370",2-11523-2024-OPER,Field Citation,1000,13608,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,6/23/21,8/3/21,2/4/22
2021-FC-6456,UndergroundStorageTanks,WR,BI MART,3072,"220 SENECA EUGENE, OR 97402",20-3072-2024-OPER,Field Citation,400,13609,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,6/23/21,8/3/21,9/3/21
2021-FC-6457,UndergroundStorageTanks,WR,MAHLON-SWEET AIRPORT,4789,"28833 DOUGLAS DR EUGENE, OR 97402-9526",20-4789-2022-OPER,Field Citation,950,13611,II,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,6/23/21,8/3/21,8/22/22
2021-FC-6457,UndergroundStorageTanks,WR,MAHLON-SWEET AIRPORT,4789,"28833 DOUGLAS DR EUGENE, OR 97402-9526",20-4789-2022-OPER,Field Citation,950,13612,II,340-150-0315(a)(B),Failure to conduct annual periodic operation and maintenance walkthrough inspection.,(A16) General Permit Requirements,6/23/21,8/3/21,8/22/22
2021-FC-6457,UndergroundStorageTanks,WR,MAHLON-SWEET AIRPORT,4789,"28833 DOUGLAS DR EUGENE, OR 97402-9526",20-4789-2022-OPER,Field Citation,950,13613,I,340-150-0410(8),Failure to maintain adequate records of suction line tightness testing.,(H1.6b) Release Detection Suction Piping - TCR,6/23/21,8/3/21,8/22/22
2021-FC-6457,UndergroundStorageTanks,WR,MAHLON-SWEET AIRPORT,4789,"28833 DOUGLAS DR EUGENE, OR 97402-9526",20-4789-2022-OPER,Field Citation,950,13614,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,6/23/21,8/3/21,8/22/22
2021-FC-6466,UndergroundStorageTanks,WR,TRECO OREGON ROOTSTOCK & TREE CO INC,7554,"10906 MONITOR-MCKEE RD NE WOODBURN, OR 97071",24-7554-2024-OPER,Field Citation,300,13620,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,7/6/21,8/5/21,8/10/21
2021-FC-6473,UndergroundStorageTanks,WR,CIRCLE K #9637,11714,"737 MCCLAINE STREET SILVERTON, OR 97381",24-11714-2024-OPER,Field Citation,75,13635,NULL,340-150-0360(1) (a) & (b),Failure to inspect internal lining at 10 years after installation or every 5 years thereafter.,(F1b) Internally Lined Tanks - TCR,7/6/21,8/9/21,1/7/22
2021-FC-6477,UndergroundStorageTanks,WR,MID VALLEY FARMS INC,9309,"31915 SEVEN-MILE LANE TANGENT, OR 97389",22-9309-2024-OPER,Field Citation,550,13645,I,340-150-0325(2)(b),Failure to conduct one of the 3-year corrosion protection tests within the last six years.,(D5c) Corrosion Protection - Non TCR,7/7/21,8/11/21,8/19/21
2021-FC-6477,UndergroundStorageTanks,WR,MID VALLEY FARMS INC,9309,"31915 SEVEN-MILE LANE TANGENT, OR 97389",22-9309-2024-OPER,Field Citation,550,13646,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,7/7/21,8/11/21,8/19/21
2021-FC-6479,UndergroundStorageTanks,WR,AVIS RENT A CAR SYSTEM LLC,6641,"28710 DOUGLAS DRIVE EUGENE, OR 97402",20-6641-2023-OPER,Field Citation,850,13650,I,340-150-0310(1),"Failure to repair or replace spill prevention device that is not properly maintained, is defective, is damaged or may have been tampered with in a manner that prevents proper operation.",(C1c) Spill and Overfill Prevention - TCR,6/23/21,8/12/21,9/15/21
2021-FC-6479,UndergroundStorageTanks,WR,AVIS RENT A CAR SYSTEM LLC,6641,"28710 DOUGLAS DRIVE EUGENE, OR 97402",20-6641-2023-OPER,Field Citation,850,13651,II,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,6/23/21,8/12/21,9/15/21
2021-FC-6479,UndergroundStorageTanks,WR,AVIS RENT A CAR SYSTEM LLC,6641,"28710 DOUGLAS DRIVE EUGENE, OR 97402",20-6641-2023-OPER,Field Citation,850,13652,I,340-150-0163(1)(f),Failure to investigate or confirm a suspected release.,(L2) Spills and Releases Div 150 - TCR,6/23/21,8/12/21,9/15/21
2021-FC-6479,UndergroundStorageTanks,WR,AVIS RENT A CAR SYSTEM LLC,6641,"28710 DOUGLAS DRIVE EUGENE, OR 97402",20-6641-2023-OPER,Field Citation,850,13653,I,340-150-0450(5),Failure to maintain adequate records of ATG monitoring and testing results.,(J5.7a) ATG - TCR,6/23/21,8/12/21,9/15/21
2021-FC-6479,UndergroundStorageTanks,WR,AVIS RENT A CAR SYSTEM LLC,6641,"28710 DOUGLAS DRIVE EUGENE, OR 97402",20-6641-2023-OPER,Field Citation,850,13658,II,340-150-0150 (1),Failure to post annual operating certificate in a conspicuous location so it could be readily viewed by a fuel distributor.,(A10) General Permit Requirements,6/23/21,8/12/21,9/15/21
2021-FC-6480,UndergroundStorageTanks,WR,POLK COUNTY JAIL,11848,"884 SE JEFFERSON STREET DALLAS, OR 97338",27-11848-2024-OPER,Field Citation,1100,13654,I,340-150-0450(5),Failure to maintain adequate records of ATG monitoring and testing results.,(J5.7a) ATG - TCR,7/6/21,8/12/21,9/28/21
2021-FC-6480,UndergroundStorageTanks,WR,POLK COUNTY JAIL,11848,"884 SE JEFFERSON STREET DALLAS, OR 97338",27-11848-2024-OPER,Field Citation,1100,13655,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,7/6/21,8/12/21,9/28/21
2021-FC-6480,UndergroundStorageTanks,WR,POLK COUNTY JAIL,11848,"884 SE JEFFERSON STREET DALLAS, OR 97338",27-11848-2024-OPER,Field Citation,1100,13656,II,340-150-0410(5),Failure to perform line tightness test at least once every 3 years or failure to verify safe suction.,(H1.6a) Release Detection Suction Piping - TCR,7/6/21,8/12/21,9/28/21
2021-FC-6480,UndergroundStorageTanks,WR,POLK COUNTY JAIL,11848,"884 SE JEFFERSON STREET DALLAS, OR 97338",27-11848-2024-OPER,Field Citation,1100,13657,II,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,7/6/21,8/12/21,9/28/21
2021-FC-6481,UndergroundStorageTanks,WR,JACKSONS FOOD STORE #112,9886,"3375 GATEWAY ST SPRINGFIELD, OR 97477",20-9886-2024-OPER,Field Citation,450,13659,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,7/7/21,9/1/21,9/27/21
2021-FC-6481,UndergroundStorageTanks,WR,JACKSONS FOOD STORE #112,9886,"3375 GATEWAY ST SPRINGFIELD, OR 97477",20-9886-2024-OPER,Field Citation,450,13660,II,340-150-0310(3),"Failure to properly operate or maintain spill prevention device.  Failure to prevent a release due to amount of debris, water or other media in bucket/basin",(C1b) Spill and Overfill Prevention – Non TCR,7/7/21,9/1/21,9/27/21
2021-FC-6491,UndergroundStorageTanks,WR,MGV MANAGEMENT INC,11687,"4171 BLANCHET AVENUE ST PAUL, OR 97137",24-11687-2024-OPER,Field Citation,1350,13679,II,304-150-0210(2),Failure to have a trained UST System Operator for an UST facility or to provide emergency response information.,(A5a) General Permit Requirements,7/6/21,8/20/21,9/1/21
2021-FC-6491,UndergroundStorageTanks,WR,MGV MANAGEMENT INC,11687,"4171 BLANCHET AVENUE ST PAUL, OR 97137",24-11687-2024-OPER,Field Citation,1350,13680,II,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,7/6/21,8/20/21,9/1/21
2021-FC-6491,UndergroundStorageTanks,WR,MGV MANAGEMENT INC,11687,"4171 BLANCHET AVENUE ST PAUL, OR 97137",24-11687-2024-OPER,Field Citation,1350,13681,II,340-150-0310(1),"Failure to repair or replace spill prevention device that is not properly maintained, is defective, is damaged or may have been tampered with in a manner that prevents proper operation.",(C1c) Spill and Overfill Prevention - TCR,7/6/21,8/20/21,9/1/21
2021-FC-6491,UndergroundStorageTanks,WR,MGV MANAGEMENT INC,11687,"4171 BLANCHET AVENUE ST PAUL, OR 97137",24-11687-2024-OPER,Field Citation,1350,13682,I,340-150-0450(5),Failure to maintain adequate records of ATG monitoring and testing results.,(J5.7a) ATG - TCR,7/6/21,8/20/21,9/1/21
2021-FC-6491,UndergroundStorageTanks,WR,MGV MANAGEMENT INC,11687,"4171 BLANCHET AVENUE ST PAUL, OR 97137",24-11687-2024-OPER,Field Citation,1350,13683,I,340-150-0410(3),Failure to perform annual line tightness test on pressurized piping or test cannot detect a 0.1 gph leak rate at 1.5 times operating pressure,(H2.7) Release Detection Pressure Piping - TCR,7/6/21,8/20/21,9/1/21
2021-FC-6491,UndergroundStorageTanks,WR,MGV MANAGEMENT INC,11687,"4171 BLANCHET AVENUE ST PAUL, OR 97137",24-11687-2024-OPER,Field Citation,1350,13684,I,340-150-0410(2)(c-),Failure to perform an annual test of operation of line leak detector or annual test has not been conducted in accordance with manufacturer standards.,(H2.9) Release Detection Pressure Piping - TCR,7/6/21,8/20/21,9/1/21
2021-FC-6496,UndergroundStorageTanks,WR,PHILOMATH APPLEGATE CFN,9018,"141 S 7th St Philomath, OR 97370",2-9018-2024-OPER,Field Citation,300,13689,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,7/7/21,8/19/21,9/7/21
2021-FC-6498,UndergroundStorageTanks,WR,LINCOLN STORE,619,"5925 WALLACE RD NW SALEM, OR 97304",27-619-2024-OPER,Field Citation,550,13691,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,7/6/21,8/23/21,11/22/21
2021-FC-6498,UndergroundStorageTanks,WR,LINCOLN STORE,619,"5925 WALLACE RD NW SALEM, OR 97304",27-619-2024-OPER,Field Citation,550,13692,II,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,7/6/21,8/23/21,11/22/21
2021-FC-6506,UndergroundStorageTanks,WR,"LBGROUP, LLC dba WOODBURN ARCO AMPM",11751,"850 LAWSON WOODBURN, OR 97071",24-11751-2024-OPER,Field Citation,150,13704,II,340-150-0310(1),"Failure to repair or replace spill prevention device that is not properly maintained, is defective, is damaged or may have been tampered with in a manner that prevents proper operation.",(C1c) Spill and Overfill Prevention - TCR,7/6/21,8/25/21,9/1/21
2021-FC-6508,UndergroundStorageTanks,WR,LACOMB STATION,5794,"41494 LACOMB DR LEBANON, OR 97355",22-5794-2024-OPER,Field Citation,550,13706,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,7/19/21,8/26/21,8/10/22
2021-FC-6508,UndergroundStorageTanks,WR,LACOMB STATION,5794,"41494 LACOMB DR LEBANON, OR 97355",22-5794-2024-OPER,Field Citation,550,13707,I,340-150-0325(2)(b),Failure to conduct the most recent 3-year corrosion protection test.,(D5a) Corrosion Protection - TCR,7/19/21,8/26/21,8/10/22
2021-FC-6510,UndergroundStorageTanks,ALL,JANTZEN BAY FUEL,7011,"1130 N JANTZEN AVE PORTLAND, OR 97217",26-7011-2024-OPER,Field Citation,1500,13710,II,304-150-0210(2),Failure to have a trained UST System Operator for an UST facility or to provide emergency response information.,(A5a) General Permit Requirements,6/15/21,8/27/21,9/28/21
2021-FC-6510,UndergroundStorageTanks,ALL,JANTZEN BAY FUEL,7011,"1130 N JANTZEN AVE PORTLAND, OR 97217",26-7011-2024-OPER,Field Citation,1500,13711,II,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,6/15/21,8/27/21,9/28/21
2021-FC-6510,UndergroundStorageTanks,ALL,JANTZEN BAY FUEL,7011,"1130 N JANTZEN AVE PORTLAND, OR 97217",26-7011-2024-OPER,Field Citation,1500,13712,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,6/15/21,8/27/21,9/28/21
2021-FC-6510,UndergroundStorageTanks,ALL,JANTZEN BAY FUEL,7011,"1130 N JANTZEN AVE PORTLAND, OR 97217",26-7011-2024-OPER,Field Citation,1500,13713,I,340-150-0410(3),Failure to perform annual line tightness test on pressurized piping or test cannot detect a 0.1 gph leak rate at 1.5 times operating pressure,(H2.7) Release Detection Pressure Piping - TCR,6/15/21,8/27/21,9/28/21
2021-FC-6510,UndergroundStorageTanks,ALL,JANTZEN BAY FUEL,7011,"1130 N JANTZEN AVE PORTLAND, OR 97217",26-7011-2024-OPER,Field Citation,1500,13714,I,340-150-0410(2)(c-),Failure to perform an annual test of operation of line leak detector or annual test has not been conducted in accordance with manufacturer standards.,(H2.9) Release Detection Pressure Piping - TCR,6/15/21,8/27/21,9/28/21
2021-FC-6510,UndergroundStorageTanks,ALL,JANTZEN BAY FUEL,7011,"1130 N JANTZEN AVE PORTLAND, OR 97217",26-7011-2024-OPER,Field Citation,1500,13715,I,340-150-0450(5),Failure to maintain adequate records of ATG monitoring and testing results.,(J5.7a) ATG - TCR,6/15/21,8/27/21,9/28/21
2021-FC-6518,UndergroundStorageTanks,WR,I-5 & HWY 34 CARDLOCK,12124,"33380 Highway 34 SE Albany, OR 97322",22-12124-2024-OPER,Field Citation,300,13726,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,8/24/21,8/30/21,9/20/22
2021-FC-6518,UndergroundStorageTanks,WR,I-5 & HWY 34 CARDLOCK,12124,"33380 SE HIGHWAY 34 & I-5 ALBANY, OR 97321",22-12124-2024-OPER,Field Citation,300,13726,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,8/24/21,8/30/21,9/20/22
